"fecha","count"
2021-04-03,72
2021-04-04,45
2021-04-05,56
2021-04-06,60
2021-04-07,63
2021-04-08,39
2021-04-09,57
2021-04-10,50
2021-04-11,24
2021-04-12,54
2021-04-13,54
2021-04-14,47
2021-04-15,108
2021-04-16,126
2021-04-17,70
2021-04-18,42
2021-04-19,54
2021-04-20,75
2021-04-21,74
2021-04-22,39
2021-04-23,53
2021-04-24,68
2021-04-25,44
2021-04-26,60
2021-04-27,81
2021-04-28,46
2021-04-29,56
2021-04-30,98
2021-05-01,39
2021-05-02,44
2021-05-03,96
2021-05-04,56
2021-05-05,49
2021-05-06,75
2021-05-07,69
2021-05-08,64
2021-05-09,56
2021-05-10,70
2021-05-11,68
2021-05-12,72
2021-05-13,58
2021-05-14,36
2021-05-15,50
2021-05-16,30
2021-05-17,66
2021-05-18,53
2021-05-19,65
2021-05-20,39
2021-05-21,36
2021-05-22,51
2021-05-23,93
2021-05-24,45
2021-05-25,60
2021-05-26,132
2021-05-27,87
2021-05-28,41
2021-05-29,60
2021-05-30,18
2021-05-31,30
2021-06-01,63
2021-06-02,40
2021-06-03,41
2021-06-04,24
2021-06-05,48
2021-06-06,35
2021-06-07,66
2021-06-08,57
2021-06-09,84
2021-06-10,57
2021-06-11,58
2021-06-12,67
2021-06-13,40
2021-06-14,68
2021-06-15,33
2021-06-16,34
2021-06-17,75
2021-06-18,60
2021-06-19,51
2021-06-20,84
2021-06-21,54
2021-06-22,63
2021-06-23,48
2021-06-24,35
2021-06-25,25
2021-06-26,42
2021-06-27,41
2021-06-28,72
2021-06-29,79
2021-06-30,60
2021-07-01,120
2021-07-02,128
2021-07-03,80
2021-07-04,132
2021-07-05,63
2021-07-06,75
2021-07-07,39
2021-07-08,78
2021-07-09,75
2021-07-10,51
2021-07-11,39
2021-07-12,69
2021-07-13,90
2021-07-14,66
2021-07-15,51
2021-07-16,39
2021-07-17,69
2021-07-18,42
2021-07-19,102
2021-07-20,48
2021-07-21,93
2021-07-22,42
2021-07-23,66
2021-07-24,75
2021-07-25,24
2021-07-26,64
2021-07-27,65
2021-07-28,42
2021-07-29,69
2021-07-30,133
2021-07-31,93
2021-08-01,36
2021-08-02,107
2021-08-03,128
2021-08-04,102
2021-08-05,93
2021-08-06,59
2021-08-07,48
2021-08-08,48
2021-08-09,75
2021-08-10,58
2021-08-11,72
2021-08-12,81
2021-08-13,39
2021-08-14,84
2021-08-15,42
2021-08-16,63
2021-08-17,81
2021-08-18,107
2021-08-19,105
2021-08-20,99
2021-08-21,244
2021-08-22,119
2021-08-23,97
2021-08-24,88
2021-08-25,81
2021-08-26,78
2021-08-27,90
2021-08-28,68
2021-08-29,54
2021-08-30,60
2021-08-31,63
2021-09-01,106
2021-09-02,107
2021-09-03,86
2021-09-04,93
2021-09-05,30
2021-09-06,54
2021-09-07,54
2021-09-08,110
2021-09-09,62
2021-09-10,81
2021-09-11,60
2021-09-12,42
2021-09-13,82
2021-09-14,61
2021-09-15,50
2021-09-16,63
2021-09-17,53
2021-09-18,41
2021-09-19,21
2021-09-20,69
2021-09-21,64
2021-09-22,75
2021-09-23,99
2021-09-24,60
2021-09-25,101
2021-09-26,55
2021-09-27,45
2021-09-28,69
2021-09-29,99
2021-09-30,84
2021-10-01,57
2021-10-02,72
2021-10-03,89
2021-10-04,101
2021-10-05,48
2021-10-06,39
2021-10-07,78
2021-10-08,63
2021-10-09,60
2021-10-10,60
2021-10-11,45
2021-10-12,36
2021-10-13,48
2021-10-14,42
2021-10-15,33
2021-10-16,81
2021-10-17,21
2021-10-18,60
2021-10-19,79
2021-10-20,90
2021-10-21,69
2021-10-22,66
2021-10-23,63
2021-10-24,30
2021-10-25,72
2021-10-26,80
2021-10-27,60
2021-10-28,75
2021-10-29,57
2021-10-30,89
2021-10-31,24
2021-11-01,36
2021-11-02,32
2021-11-03,45
2021-11-04,66
2021-11-05,69
2021-11-06,69
2021-11-07,48
2021-11-08,72
2021-11-09,58
2021-11-10,60
2021-11-11,57
2021-11-12,86
2021-11-13,39
2021-11-14,63
2021-11-15,36
2021-11-16,27
2021-11-17,66
2021-11-18,81
2021-11-19,82
2021-11-20,60
2021-11-21,63
2021-11-22,54
2021-11-23,61
2021-11-24,63
2021-11-25,44
2021-11-26,42
2021-11-27,48
2021-11-28,39
2021-11-29,83
2021-11-30,60
2021-12-01,74
2021-12-02,51
2021-12-03,54
2021-12-04,78
2021-12-05,26
2021-12-06,29
2021-12-07,36
2021-12-08,30
2021-12-09,84
2021-12-10,57
2021-12-11,39
2021-12-12,27
2021-12-13,61
2021-12-14,39
2021-12-15,51
2021-12-16,36
2021-12-17,56
2021-12-18,42
2021-12-19,30
2021-12-20,54
2021-12-21,54
2021-12-22,57
2021-12-23,72
2021-12-24,57
2021-12-25,30
2021-12-26,12
2021-12-27,51
2021-12-28,60
2021-12-29,32
2021-12-30,58
2021-12-31,55
2022-01-01,46
2022-01-02,33
2022-01-03,51
2022-01-04,75
2022-01-05,87
2022-01-06,54
2022-01-07,81
2022-01-08,45
2022-01-09,51
2022-01-10,78
2022-01-11,55
2022-01-12,27
2022-01-13,98
2022-01-14,84
2022-01-15,69
2022-01-16,45
2022-01-17,59
2022-01-18,48
2022-01-19,34
2022-01-20,24
2022-01-21,68
2022-01-22,90
2022-01-23,27
2022-01-24,51
2022-01-25,56
2022-01-26,36
2022-01-27,33
2022-01-28,39
2022-01-29,45
2022-01-30,19
2022-01-31,39
2022-02-01,54
2022-02-02,17
2022-02-03,43
2022-02-04,60
2022-02-05,31
2022-02-06,46
2022-02-07,60
2022-02-08,62
2022-02-09,39
2022-02-10,42
2022-02-11,48
2022-02-12,51
2022-02-13,27
2022-02-14,52
2022-02-15,61
2022-02-16,74
2022-02-17,32
2022-02-18,45
2022-02-19,39
2022-02-20,24
2022-02-21,54
2022-02-22,40
2022-02-23,54
2022-02-24,48
2022-02-25,31
2022-02-26,33
2022-02-27,18
2022-02-28,38
2022-03-01,42
2022-03-02,57
2022-03-03,63
2022-03-04,75
2022-03-05,120
2022-03-06,39
2022-03-07,158
2022-03-08,132
2022-03-09,117
2022-03-10,76
2022-03-11,187
2022-03-12,684
2022-03-13,244
2022-03-14,176
2022-03-15,233
2022-03-16,121
2022-03-17,195
2022-03-18,179
2022-03-19,92
2022-03-20,52
2022-03-21,123
2022-03-22,179
2022-03-23,538
2022-03-24,561
2022-03-25,156
2022-03-26,132
2022-03-27,196
2022-03-28,336
2022-03-29,203
2022-03-30,88
2022-03-31,68
2022-04-01,64
2022-04-02,73
2022-04-03,80
2022-04-04,96
2022-04-05,79
2022-04-06,79
2022-04-07,68
2022-04-08,101
2022-04-09,98
2022-04-10,84
2022-04-11,69
2022-04-12,232
2022-04-13,108
2022-04-14,71
2022-04-15,60
2022-04-16,68
2022-04-17,48
2022-04-18,68
2022-04-19,152
2022-04-20,244
2022-04-21,196
2022-04-22,108
2022-04-23,100
2022-04-24,28
2022-04-25,68
2022-04-26,85
2022-04-27,132
2022-04-28,128
2022-04-29,104
2022-04-30,128
2022-05-01,40
2022-05-02,68
2022-05-03,170
2022-05-04,131
2022-05-05,76
2022-05-06,88
2022-05-07,76
2022-05-08,52
2022-05-09,72
2022-05-10,90
2022-05-11,111
2022-05-12,49
2022-05-13,58
2022-05-14,106
2022-05-15,32
2022-05-16,62
2022-05-17,83
2022-05-18,93
2022-05-19,75
2022-05-20,88
2022-05-21,89
2022-05-22,48
2022-05-23,52
2022-05-24,96
2022-05-25,63
2022-05-26,104
2022-05-27,73
2022-05-28,101
2022-05-29,40
2022-05-30,142
2022-05-31,143
2022-06-01,76
2022-06-02,90
2022-06-03,84
2022-06-04,96
2022-06-05,100
2022-06-06,92
2022-06-07,116
2022-06-08,131
2022-06-09,132
2022-06-10,194
2022-06-11,164
2022-06-12,83
2022-06-13,93
2022-06-14,96
2022-06-15,84
2022-06-16,77
2022-06-17,132
2022-06-18,137
2022-06-19,124
2022-06-20,32
2022-06-21,52
2022-06-22,120
2022-06-23,93
2022-06-24,76
2022-06-25,92
2022-06-26,32
2022-06-27,93
2022-06-28,60
2022-06-29,91
2022-06-30,85
2022-07-01,100
2022-07-02,56
2022-07-03,84
2022-07-04,93
2022-07-05,88
2022-07-06,59
2022-07-07,107
2022-07-08,72
2022-07-09,80
2022-07-10,32
2022-07-11,87
2022-07-12,56
2022-07-13,96
2022-07-14,82
2022-07-15,80
2022-07-16,88
2022-07-17,87
2022-07-18,68
2022-07-19,74
2022-07-20,114
2022-07-21,72
2022-07-22,54
2022-07-23,129
2022-07-24,44
2022-07-25,81
2022-07-26,85
2022-07-27,72
2022-07-28,44
2022-07-29,56
2022-07-30,56
2022-07-31,76
2022-08-01,77
2022-08-02,73
2022-08-03,114
2022-08-04,136
2022-08-05,311
2022-08-06,160
2022-08-07,64
2022-08-08,72
2022-08-09,96
2022-08-10,160
2022-08-11,86
2022-08-12,80
2022-08-13,96
2022-08-14,52
2022-08-15,64
2022-08-16,125
2022-08-17,68
2022-08-18,136
2022-08-19,100
2022-08-20,64
2022-08-21,40
2022-08-22,121
2022-08-23,84
2022-08-24,116
2022-08-25,262
2022-08-26,133
2022-08-27,112
2022-08-28,80
2022-08-29,120
2022-08-30,85
2022-08-31,120
2022-09-01,120
2022-09-02,100
2022-09-03,68
2022-09-04,71
2022-09-05,168
2022-09-06,308
2022-09-07,269
2022-09-08,204
2022-09-09,197
2022-09-10,68
2022-09-11,172
2022-09-12,148
2022-09-13,104
2022-09-14,128
2022-09-15,76
2022-09-16,84
2022-09-17,112
2022-09-18,76
2022-09-19,64
2022-09-20,83
2022-09-21,70
2022-09-22,114
2022-09-23,92
2022-09-24,111
2022-09-25,52
2022-09-26,82
2022-09-27,183
2022-09-28,147
2022-09-29,148
2022-09-30,128
2022-10-01,124
2022-10-02,112
2022-10-03,193
2022-10-04,84
2022-10-05,80
2022-10-06,111
2022-10-07,61
2022-10-08,48
2022-10-09,21
2022-10-10,143
2022-10-11,72
2022-10-12,76
2022-10-13,104
2022-10-14,140
2022-10-15,122
2022-10-16,99
2022-10-17,147
2022-10-18,156
2022-10-19,158
2022-10-20,108
2022-10-21,170
2022-10-22,135
2022-10-23,174
2022-10-24,180
2022-10-25,303
2022-10-26,74
2022-10-27,156
2022-10-28,161
2022-10-29,144
2022-10-30,67
2022-10-31,130
2022-11-01,129
2022-11-02,210
2022-11-03,199
2022-11-04,209
2022-11-05,98
2022-11-06,75
2022-11-07,146
2022-11-08,123
2022-11-09,131
2022-11-10,208
2022-11-11,115
2022-11-12,111
2022-11-13,95
2022-11-14,131
2022-11-15,165
2022-11-16,205
2022-11-17,135
2022-11-18,184
2022-11-19,89
2022-11-20,115
2022-11-21,90
